id,name_ja,name_en,nationality,birth_year,birth_date,birthplace,profile,status,api_id
david-salvador,ダビド・サルバドール,David Salvador,スペイン,,,,,確認済,2238f12e-49f4-4bf6-8ca0-13e6a84f81de
syarifuddin-azman,シャリフディン・アズマン,Syarifuddin Azman,マレーシア,2001,2001-11-24,,,確認済,32207c55-16c7-4dea-9d56-05485dd88a93
mario-aji,マリオ・アジ,Mario Aji,インドネシア,2004,2004-03-16,Java,,確認済,59d0a2fb-df55-46d8-a57f-bf81ca690a5b
andrea-mantovani,アンドレア・マントヴァーニ,Andrea Mantovani,イタリア,1994,1994-09-30,Ferrara,,確認済,ff2ad2b9-cd36-4267-98af-6b80851c1683
andre-pires,アンドレ・ピレス,Andre Pires,ポルトガル,1989,1989-08-29,Vila Pouca de Aguiar,,確認済,0a36b60e-7b53-47ce-8feb-4cedf701470a
zonta-van-den-goorbergh,ゾンタ・ファン・デン・フーアベルフ,Zonta van den Goorbergh,オランダ,2005,2005-12-01,Breda,,確認済,206c1c78-6d79-4e13-9568-5a90138ece2b
alex-toledo,アレックス・トレド,Alex Toledo,スペイン,,,,,確認済,017b6083-b3dd-4471-b241-48afdaaf7ce0
rory-skinner,ローリー・スキナー,Rory Skinner,英国,2001,2001-09-27,,,確認済,49825af3-cbba-4753-9f9b-531fbdf95d0f
borja-gomez,ボルハ・ゴメス,Borja Gomez,スペイン,,,Spain,,確認済,9181ff74-e9f3-4933-a5a8-460f2634f4b2
azroy-anuar,アズロイ・アヌアル,Azroy Anuar,マレーシア,1999,1999-11-17,Kuala Lumpur,,確認済,24d8b75a-1721-475e-b799-92a11d40100b
david-sanchis,ダビド・サンチス,David Sanchis,スペイン,,,,,確認済,afbf7169-8b7d-459c-8e46-414669996544
alex-escrig,アレックス・エスクリグ,Alex Escrig,スペイン,2004,2004-02-21,Valencia,,確認済,57787b04-f675-4877-a72a-b5340a45109a
joshua-whatley,ジョシュア・ワトリー,Joshua Whatley,英国,2005,2005-09-02,Chertsey,,確認済,6fbcd1bb-b00e-4677-ab94-ffe956f68c76
marcos-uriarte,マルコス・ウリアルテ,Marcos Uriarte,スペイン,2004,2004-12-07,Cantabria,,確認済,c4708bf4-0ca8-4296-8ee3-f153a0fe89b8
nicola-carraro,ニコラ・カッラーロ,Nicola Carraro,イタリア,2002,2002-05-21,Padova,,確認済,368ea111-05a4-4102-8564-e59905ae2858
marc-garcia,マルク・ガルシア,Marc Garcia,スペイン,1999,1999-11-01,,,確認済,0fe5f885-bdef-4105-b821-43d94ceb184b
harrison-voight,ハリソン・ヴォイト,Harrison Voight,豪州,2006,2006-05-12,Gold Coast QLD,,確認済,bdd4e26c-ea65-4a42-93f9-ce9d4705c116
alessandro-morosi,アレッサンドロ・モロージ,Alessandro Morosi,イタリア,2004,2004-12-16,Varese,,確認済,dd7a7260-5b90-494b-ba2a-890bd8467705
kanta-hamada,ハマダ・カンタ,Kanta Hamada,日本,,,,,確認済,816af68e-5da0-4f83-89f0-785048ed1f71
marc-alcoba,マルク・アルコバ,Marc Alcoba,スペイン,,,,,確認済,84358aea-e4b8-4dc9-b7bd-a6c35c6dacaa
kevin-manfredi,ケヴィン・マンフレーディ,Kevin Manfredi,イタリア,1995,1995-01-03,Sarzana,,確認済,825b33ea-5044-4b9c-9e9b-8c06cf22a48e
yeray-ruiz,イェライ・ルイス,Yeray Ruiz,スペイン,,,,,確認済,819bfa37-2bca-4f71-8857-74926f7b4f26
alessio-finello,アレッシオ・フィネッロ,Alessio Finello,イタリア,1998,1998-02-27,Turin,,確認済,b8064fc9-e3e2-4f96-9d12-453e3512f7ec
unai-orradre,ウナイ・オラドレ,Unai Orradre,スペイン,2004,2004-04-09,La Rioja,,確認済,a357a14a-bdd0-4b0a-8c75-948b5233cbad
soichiro-minamimoto,ミナミモト・ソウイチロウ,Soichiro Minamimoto,日本,,,,,確認済,bc4a609a-817c-4c8d-9491-89ae7f48678a
mattia-rato,マッティア・ラト,Mattia Rato,イタリア,,,Italia,,確認済,d04bff14-96ac-4edc-8935-75a498768c41
helmi-azman,ヘルミ・アズマン,Helmi Azman,マレーシア,1999,1999-11-12,Kajang,,確認済,2a86c3fe-f69e-4418-b8c1-0a9b6fc28cdf
tatchakorn-buasri,タッチャコーン・ブアシー,Tatchakorn Buasri,タイ,2001,2001-03-26,Nakhon Ratchasima,,確認済,ebe82b39-3409-485b-9e5c-038667a4a53f
danial-shahril,ダニアル・シャフリル,Danial Shahril,マレーシア,2002,2002-11-23,Perak,,確認済,213cdc0f-7857-4227-bdc3-aecc8de64c03
noah-dettwiler,ノア・デットヴィラー,Noah Dettwiler,スイス,2005,2005-04-26,Basel,,確認済,e25470bb-d9cb-488b-92b6-a5bf57e0f7e8
arbi-aditama,アルビ・アディタマ,Arbi Aditama,インドネシア,2005,2005-07-14,Purworejo,,確認済,457f23aa-9044-49dd-8cd7-a161a26d25bc
krittapat-keankum,クリッタパット・キアンカム,Krittapat Keankum,タイ,,,,,確認済,71de23a4-0589-4faf-93f4-5213b8ea9b3e
marcos-ruda,マルコス・ルダ,Marcos Ruda,スペイン,2005,2005-01-05,Palma de Mallorca,,確認済,f25906a4-a2d1-4bfd-ab6b-7151851e9614
luca-salvadori,ルカ・サルヴァドーリ,Luca Salvadori,イタリア,1992,1992-03-02,Milano,,確認済,086b9ee8-c22b-4bba-b5b8-d098f6da6d9b
mika-perez,ミカ・ペレス,Mika Perez,スペイン,2023,2023-10-05,Altea,,確認済,22d03b71-98de-40fc-8ce2-30938e137774
nicholas-spinelli,ニコラス・スピネッリ,Nicholas Spinelli,イタリア,2001,2001-06-11,Italy,,確認済,0fb14668-014e-4368-b49b-787a90fa69b4
oscar-gutierrez,オスカル・グティエレス,Oscar Gutierrez,スペイン,1999,1999-07-16,Barcelona,,確認済,89fd5a94-89ab-403d-8f02-2626d7a0b435
roberto-garcia,ロベルト・ガルシア,Roberto Garcia,スペイン,2006,2006-05-31,Sevilla,,確認済,75330db0-5261-4bfa-a200-a18eaf57c624
hamad-al-sahouti,ハマド・アル・サフーティ,Hamad Al Sahouti,カタール,2005,2005-08-01,Qatar,,確認済,bba2b3b3-af68-4f37-81fc-50889a56be38
xabi-zurutuza,シャビ・スルトゥサ,Xabi Zurutuza,スペイン,2006,2006-04-07,Legazpi,,確認済,8861fef1-5380-4d96-b45d-b5c469c04df2
jakob-rosenthaler,ヤコブ・ローゼンターラー,Jakob Rosenthaler,オーストリア,2006,2006-05-15,Linz,,確認済,5c45943b-bce5-4309-95b8-95f27631f8d1
rei-wakamatsu,ワカマツ・レイ,Rei Wakamatsu,日本,2006,2006-03-02,Tokyo,,確認済,3a8aba0c-1899-4a06-91f9-81e00111560b
eddie-oshea,エディ・オシェイ,Eddie O'Shea,英国,2006,2006-09-25,Leicester,,確認済,99fb2930-285a-4300-a251-ccabc60e9af3
adrian-huertas,アドリアン・ウエルタス,Adrian Huertas,スペイン,2003,2003-08-21,Madrid,,確認済,8293f58c-2182-4c77-958f-6de9e9dca168
eric-fernandez,エリック・フェルナンデス,Eric Fernandez,スペイン,2006,2006-12-18,Barcelona,,確認済,a189456f-47d5-4f2f-bc64-196db1c36300
milan-pawelec,ミラン・パヴェレツ,Milan Pawelec,ポーランド,2007,2007-04-04,Wolsztyn,,確認済,949e1296-9cf4-4569-8923-dc62beb5521f
alberto-ferrandez,アルベルト・フェランデス,Alberto Ferrandez,スペイン,2007,2007-09-02,Cox,,確認済,c534aae8-f63b-4f14-8a7e-4c6780c80685
ruche-moodley,ルーシュ・ムードリー,Ruche Moodley,南アフリカ,2006,2006-12-16,South Africa,,確認済,821c7e78-24dd-4715-a7b6-966b6da2c4d8
adrian-cruces,アドリアン・クルセス,Adrian Cruces,スペイン,2006,2006-08-09,Valencia,,確認済,769510fc-e823-4bf1-8cda-08c1873935e6
max-cook,マックス・クック,Max Cook,英国,2002,2002-12-09,Bristol,,確認済,bb3efa4f-6d6d-407a-bfef-a9bced9f93ee
leonardo-abruzzo,レオナルド・アブルッツォ,Leonardo Abruzzo,イタリア,2007,2007-02-16,Busto Arsizio,,確認済,d661a08c-9a5d-413f-9bf3-7e52cb6a5eb2
lenoxx-phommara,レノックス・ポンマラ,Lenoxx Phommara,スイス,2006,2006-11-25,Zürich,,確認済,15f30b06-a58d-48f0-b830-c3d4200fc550
marco-morelli,マルコ・モレッリ,Marco Morelli,アルゼンチン,2007,2007-07-03,Barcelona,,確認済,101ad37a-28d8-4bcc-bf16-dffdd51f1375
casey-ogorman,ケイシー・オゴーマン,Casey O'Gorman,アイルランド,2007,2007-08-07,Portlaoise,,確認済,b909706a-1f29-4f38-8a76-40b1fe651d9c
evan-belford,エヴァン・ベルフォード,Evan Belford,英国,2007,2007-07-21,Burton-on-Trent,,確認済,62adeb3d-22f8-418c-b9c9-2a34af94a729
zen-mitani,ミタニ・ゼン,Zen Mitani,日本,2007,2007-03-27,Ibaraki,,確認済,11af471d-9074-4d43-8b5e-f33957486f08
brian-uriarte,ブライアン・ウリアルテ,Brian Uriarte,スペイン,2008,2008-08-11,Santander,,確認済,6052c038-a2a3-4eab-9ee0-79bd5f5be209
hakim-danish,ハキム・ダニッシュ,Hakim Danish,マレーシア,2007,2007-07-30,Terengganu,,確認済,5d81cf1f-1708-47a9-984e-9430afd4a814
jesus-rios,ヘスス・リオス,Jesus Rios,スペイン,2007,2007-10-29,Marbella,,確認済,db613c78-69b0-46b4-98aa-20924c32cfba
jacopo-hosciuc,ヤコポ・ホシュク,Jacopo Hosciuc,ルーマニア,2005,2005-10-12,Rome,,確認済,7a8a7ac3-a45b-4380-91f5-3b362c074fd2
tibor-varga,ティボル・ヴァルガ,Tibor Varga,ハンガリー,2007,2007-02-15,Debrecen,,確認済,9065eb27-2be2-4259-ae1c-672f3e65fdfa
luca-bernardi,ルカ・ベルナルディ,Luca Bernardi,サンマリノ,2001,2001-08-29,Sassari,,確認済,cbc125e4-5c7e-4fa1-a9b4-811c19fa28fa
tommaso-occhi,トンマーゾ・オッキ,Tommaso Occhi,イタリア,2003,2003-10-28,Ferrara,,確認済,8cb5d508-8d8c-4a15-9d88-fb59925242e2
raffaele-fusco,ラファエレ・フスコ,Raffaele Fusco,イタリア,2002,2002-12-02,Ravenna,,確認済,d16db2ab-5a2e-49ab-a93d-8c0ae43a2c85
diego-perez,ディエゴ・ペレス,Diego Perez,スペイン,,,Palma,,確認済,04698614-60d1-4419-bde5-4350cb156130
wayne-rainey,ウェイン・レイニー,Wayne Rainey,米国,1960,1960-10-23,Los Angeles,,確認済,368b37c0-5a72-475b-85c3-434a50cdb62f
wayne-gardner,ワイン・ガードナー,Wayne Gardner,豪州,1959,1959-10-11,Wollongong,,確認済,3259fade-4b3b-44d6-92ad-f0fc999a275b
kevin-schwantz,ケビン・シュワンツ,Kevin Schwantz,米国,1964,1964-06-19,Paige,,確認済,1c49a953-e918-463b-9136-23431f08a003
kevin-magee,ケヴィン・マギー,Kevin Magee,豪州,1962,1962-07-16,,,確認済,1283d03a-402b-4929-ac87-63e35b95eb3d
sito-pons,シト・ポンス,Sito Pons,スペイン,1959,1959-11-09,,,確認済,9745686c-2c75-4bf8-8ea3-a7cb581e56fc
tadahiko-taira,平忠彦,Tadahiko Taira,日本,1956,1956-11-12,,,確認済,6410cac8-a35b-44cf-b05c-ec790a8d75e7
pierfrancesco-chili,ピエルフランチェスコ・キリ,Pierfrancesco Chili,イタリア,1964,1964-06-20,,,確認済,6cef8167-5448-488a-961d-a8f3d4555c4c
jean-philippe-ruggia,ジャン＝フィリップ・ルジア,Jean Philippe Ruggia,フランス,1965,1965-10-01,Toulon,,確認済,b39ff282-b45d-4bd3-ae51-83509babd040
juan-garriga,フアン・ガリガ,Juan Garriga,スペイン,1963,1963-03-29,,,確認済,e9df8488-aff0-4ee8-8dac-9631c18c0b9b
hikaru-miyagi,宮城光,Hikaru Miyagi,日本,1962,1962-11-19,,,確認済,f42c49eb-cf95-4229-8830-6d0f839a1bda
shinji-katayama,カタヤマ・シンジ,Shinji Katayama,日本,,,,,確認済,abf0a71e-5e6b-47b9-b240-d7ac75ea55e1
osamu-hiwatashi,ヒワタシ・オサム,Osamu Hiwatashi,日本,,,,,確認済,53d1322a-af84-4b86-a7b9-c23e6061b540
christian-sarron,クリスチャン・サロン,Christian Sarron,フランス,1955,1955-03-27,,,確認済,e06d2f5e-ded0-474e-88dc-72a992f2d050
ron-haslam,ロン・ハスラム,Ron Haslam,英国,1956,1956-06-22,Derby,,確認済,94326d64-6cb8-4bd6-990a-b66dc27b96b9
eddie-lawson,エディ・ローソン,Eddie Lawson,米国,1958,1958-03-11,Upland,,確認済,3678d39c-a4df-4fd0-8e17-8645365a47ce
keiji-ohishi,オオイシ・ケイジ,Keiji Ohishi,日本,,,,,確認済,bd63dbdb-e7b3-4047-a5c9-15ca164cdd0f
mick-doohan,ミック・ドゥーハン,Mick Doohan,豪州,1965,1965-06-04,Brisbane,,確認済,3b535544-17ca-491e-849d-f38c61003dc2
satoshi-tsujimoto,辻本聡,Satoshi Tsujimoto,日本,,,,,確認済,ab47f6f4-45b6-468a-9d78-28dd7a892cac
randy-mamola,ランディ・マモラ,Randy Mamola,米国,1959,1959-11-10,,,確認済,d96637e6-d376-43e5-b379-49e4468e0fab
kunio-machii,町井邦生,Kunio Machii,日本,,,,,確認済,a3109353-cb1b-467f-aace-fc51454a4edc
norihiko-fujiwara,藤原儀彦,Norihiko Fujiwara,日本,1966,1966-10-08,Tokyo,,確認済,3eb58084-8e31-4b7a-9665-f79af6664e32
peter-linden,ペーテル・リンデン,Peter Linden,スウェーデン,,,,,確認済,1cb7e42f-e89c-435e-bd84-1ebc36e50aba
nicholas-schmassmann,ニコラス・シュマスマン,Nicholas Schmassmann,スイス,1960,1960-02-18,,,確認済,66268da3-170b-4479-9f62-8889dee23f60
niall-mackenzie,ニール・マッケンジー,Niall Mackenzie,英国,1961,1961-07-19,Stirling,,確認済,45ddd3f2-afb4-4f28-9c4c-19c6bdb3b1b7
eddie-laycock,エディ・レイコック,Eddie Laycock,アイルランド,1961,1961-05-25,,,確認済,af6a5513-3314-4048-b701-83793d124764
cees-doorakkers,ケース・ドーラッカース,Cees Doorakkers,オランダ,,,,,確認済,80847129-c89f-49fd-ae8c-430f8d1b7f39
andy-leuthe,アンディ・ロイテ,Andy Leuthe,ルクセンブルク,1964,1964-05-22,,,確認済,eb0e7c68-bc71-402d-829a-77d7d9a8a0b4
hansjorg-butz,ハンスイェルク・ブッツ,Hansjörg Butz,ドイツ,,,,,確認済,fee2bfcc-8116-4d6e-8bb5-e17077f18163
vittorio-scatola,ヴィットリオ・スカトーラ,Vittorio Scatola,イタリア,,,,,確認済,53b021ff-7528-464d-9f77-2be482cb4ae4
marco-papa,マルコ・パーパ,Marco Papa,イタリア,1958,1958-03-16,Perugia,,確認済,58d8f4b7-404e-4667-a886-e5da55d98cb0
romolo-balbi,ロモロ・バルビ,Romolo Balbi,イタリア,,,,,確認済,7d98a832-c517-4fd0-9c7f-49a6cf034654
michele-valdo,ミケーレ・ヴァルド,Michele Valdo,イタリア,,,,,確認済,50fbc372-b538-4192-b520-cb805d73f070
karl-truchsess,カール・トルフゼス,Karl Truchsess,オーストリア,1965,1965-02-11,Graz,,確認済,ae8d0d66-c35e-41cc-a98a-0304130375d5
esko-kuparinen,エスコ・クパリネン,Esko Kuparinen,フィンランド,,,,,確認済,1fa75ec2-5d1f-4450-b39a-10345b1e9a99
katsuaki-fujiwara,フジワラ・カツアキ,Katsuaki Fujiwara,日本,1975,1975-03-27,Shimonoseki,,確認済,d08e9f35-3f77-4c45-9682-f9df91b462d0
martin-trosch,マルティン・トレッシュ,Martin Trösch,ドイツ,,,,,確認済,4dfdc8d3-62e2-4a0d-b1ee-b9e0461396f1
rachel-nicotte,ラシェル・ニコット,Rachel Nicotte,フランス,,,,,確認済,e8e98807-596e-4d2e-9ae1-a0fc9293359a
carl-fogarty,カール・フォガティ,Carl Fogarty,英国,1965,1965-07-01,,,確認済,9eb0d0ad-a6cb-4953-b78c-07600b4f7ce8
peter-goddard,ピーター・ゴダード,Peter Goddard,豪州,1964,1964-06-28,Mildura,,確認済,5eabd768-2837-4c00-b0f4-e443b5287310
luca-cadalora,ルカ・カダローラ,Luca Cadalora,イタリア,1963,1963-05-17,Modena,,確認済,758d1a3b-6c28-4aec-a8f3-b5e061628ffa
carlos-cardus,カルロス・カルダス,Carlos Cardús,スペイン,1959,1959-09-29,,,確認済,8efaacdf-bdc7-474d-9f16-3b9b59b41a61
wilco-zeelenberg,ウィルコ・ゼーレンベルフ,Wilco Zeelenberg,オランダ,1966,1966-08-19,,,確認済,96c2ef29-fc7f-4cee-8d25-fbd0e104eb15
dominique-sarron,ドミニク・サロン,Dominique Sarron,フランス,1959,1959-08-27,,,確認済,4c883b4e-27e4-440f-808d-21733624b39e
jacques-cornu,ジャック・コルニュ,Jacques Cornu,スイス,1953,1953-05-15,,,確認済,d6058062-9c38-4750-a7b0-90db8b9571ad
toshihiko-honma,本間利彦,Toshihiko Honma,日本,1969,1969-03-29,,,確認済,ed8618f9-557f-41e4-8ed7-296f9edc027a
masumitsu-taguchi,田口益充,Masumitsu Taguchi,日本,,,,,確認済,a35b8330-d2b4-4176-a171-2d49c9e062fa
tsumoto-udagawa,ウダガワ・ツモト,Tsumoto Udagawa,日本,1964,1964-08-01,,,確認済,fe8ea3da-3b98-4026-b6ef-15925e07f037
jochen-schmid,ヨッヘン・シュミート,Jochen Schmid,ドイツ,1963,1963-08-16,,,確認済,bc91d483-867f-4690-9e95-8103bd170891
junzo-suzuki,スズキ・ジュンゾウ,Junzo Suzuki,日本,,,,,確認済,a723b1c2-7089-486e-bb09-552bf7d83454
john-kocinski,ジョン・コシンスキー,John Kocinski,米国,1968,1968-03-20,Little Rock,,確認済,9a349636-1973-4496-a85f-7d768ba85837
yukio-nukumi,ヌクミ・ユキオ,Yukio Nukumi,日本,,,,,確認済,d6490692-1f60-449b-8a25-abdc61536bf8
harald-eckl,ハラルト・エックル,Harald Eckl,ドイツ,1956,1956-03-25,,,確認済,65ddc4c8-02dd-4e59-87f6-5d45ad6e6cf6
yoshiyuki-sugai,スガイ・ヨシユキ,Yoshiyuki Sugai,日本,1966,1966-05-19,Sendai Cit,,確認済,9589bcdf-cddf-4696-a70a-90a58fe83ff5
alan-carter,アラン・カーター,Alan Carter,英国,1964,1964-08-19,,,確認済,a460d01f-df30-44dd-aedb-a1f974bb63d8
loris-reggiani,ロリス・レジアーニ,Loris Reggiani,イタリア,1959,1959-10-07,Forli,,確認済,e10210d7-1c96-4036-a86d-967319a721ad
toshinobu-shiomori,シオモリ・トシノブ,Toshinobu Shiomori,日本,,,,,確認済,a217b7b6-664a-4877-acc8-23e6f1043ddb
akio-mitoma,ミトマ・アキオ,Akio Mitoma,日本,,,,,確認済,f6fae568-0dd3-42d1-af29-08621d050244
kevin-mitchell,ケヴィン・ミッチェル,Kevin Mitchell,英国,,,,,確認済,a6678c09-aafd-4d3b-bed8-1b5b53a1ca0f
erich-neumair,エーリッヒ・ノイマイヤー,Erich Neumair,オーストリア,,,,,確認済,a8e1f6f8-7b64-4dfc-8dac-34db301848be
jose-barresi,ホセ・バレシ,Jose Barresi,ベネズエラ,1970,1970-03-20,Caracas,,確認済,7ebfe00a-ed93-435b-9119-07af2b95dadd
reinhold-roth,ラインホルト・ロート,Reinhold Roth,ドイツ,1953,1953-03-04,,,確認済,90d3e791-9e4c-4b91-9252-7e954a379a1a
toshi-arakaki,アラカキ・トシ,Toshi Arakaki,日本,1965,1965-02-17,Okinawa,,確認済,abc5bc21-eadf-484c-8642-b5eb0afe5886
kyoji-nanba,難波恭司,Kyoji Nanba,日本,1963,1963-03-08,Hiroshima,,確認済,42640566-a992-4aec-8355-2dd0ad626119
andrea-borgonovo,アンドレア・ボルゴノーヴォ,Andrea Borgonovo,イタリア,,,,,確認済,44852486-89cf-476f-9834-44072eb14bf3
yoshiari-hori,ホリ・ヨシアリ,Yoshiari Hori,日本,,,,,確認済,858874f5-0865-4f41-aa6d-13b6298debd7
didier-de-radigues,ディディエ・ド・ラディゲ,Didier De Radigues,ベルギー,1958,1958-03-27,,,確認済,c591d7f0-06ef-4fbb-9ec2-7ccc3a8fe02c
k-ohta,オオタ・K,K. Ohta,日本,,,,,確認済,e5c2dd89-f766-42fc-bb63-a2a1940af890
carlos-lavado,カルロス・ラバード,Carlos Lavado,ベネズエラ,1956,1956-05-25,,,確認済,1b6dfe59-c60b-4562-a68a-64b746601ff3
jorge-martinez,ホルヘ・マルティネス,Jorge Martinez,スペイン,1962,1962-08-29,Alzira,,確認済,29c408e3-7eb7-47b2-b702-a92f3e142081
masao-shimizu,シミズ・マサオ,Masao Shimizu,日本,1964,1964-11-22,,,確認済,2ad7c96e-cd68-4dbc-a5d5-8ad691825df2
helmut-bradl,ヘルムート・ブラドル,Helmut Bradl,ドイツ,1961,1961-11-17,,,確認済,bf8b0e68-a1ff-4d49-a95c-bf4f45837d91
andy-preining,アンディ・プライニング,Andy Preining,オーストリア,1960,1960-11-14,,,確認済,483516bb-7bfa-4f03-8591-7f544997444c
martin-wimmer,マルティン・ヴィマー,Martin Wimmer,ドイツ,1957,1957-10-11,,,確認済,c17db626-1f7e-44fd-9f3c-eab18dd9014d
alex-criville,アレックス・クリビーレ,Alex Criville,スペイン,1970,1970-03-04,Seva,,確認済,32534617-d195-4505-ae65-47980a814ee1
adrien-morillas,アドリアン・モリヤス,Adrien Morillas,フランス,,,,,確認済,45330a6a-2ec7-4e8d-85cb-85b113033ae9
renzo-colleoni,レンツォ・コッレオーニ,Renzo Colleoni,イタリア,,,,,確認済,566c794e-7dc1-4579-abe8-73c4420bc49a
alberto-rota,アルベルト・ロータ,Alberto Rota,イタリア,,,,,確認済,d18d2474-9009-4367-986c-a88e748ea4b3
paolo-casoli,パオロ・カゾーリ,Paolo Casoli,イタリア,1965,1965-08-18,,,確認済,898eb547-dea1-476a-bbc8-6868c9513df2
bernard-haenggeli,ベルナール・ヘンゲリ,Bernard Haenggeli,スイス,,,,,確認済,fc1b3631-3168-4b74-a61d-52c361e1863f
alain-bronec,アラン・ブロネック,Alain Bronec,フランス,,,,,確認済,80fb227a-c603-4bda-84d3-6f54dfd3bedb
jean-foray,ジャン・フォレ,Jean Foray,フランス,,,,,確認済,e0b2e517-9231-4459-b6cd-fe5f2aafe1f3
urs-jucker,ウルス・ユッカー,Urs Jücker,スイス,,,,,確認済,2f07b576-2700-4837-86e7-604d3be65f20
darren-milner,ダレン・ミルナー,Darren Milner,豪州,,,,,確認済,2d335544-02b8-4d8c-a66f-529545afbde1
corrado-catalano,コッラード・カタラーノ,Corrado Catalano,イタリア,,,,,確認済,4bba4bec-dec2-4512-a3b6-0dd4f4fc6d3e
anseimo-lasaosa,アンセルモ・ラサオサ,Anseimo Lasaosa,スペイン,,,,,確認済,a857950a-e9e6-4e4a-b483-a2d38ee73074
stefano-caracchi,ステファノ・カラッキ,Stefano Caracchi,イタリア,,,,,確認済,6f0bc840-8c9c-49f3-90b1-cd005907545e
bernd-kassner,ベルント・カスナー,Bernd Kassner,ドイツ,1964,1964-03-29,Dachau,,確認済,9914c0df-6c3c-476d-bc71-9601bb396621
hans-becker,ハンス・ベッカー,Hans Becker,ドイツ,,,,,確認済,cbe4cb82-5fef-4df6-94f6-2c92c14650cb
alberto-puig,アルベルト・プーチ,Alberto Puig,スペイン,1967,1967-01-16,Barcelona,,確認済,e2a5de00-98df-4850-80b0-ab55a2e92c6b
fausto-ricci,ファウスト・リッチ,Fausto Ricci,イタリア,1961,1961-03-13,,,確認済,035f9753-5624-407d-a2db-98bd2681424f
jean-pierre-jeandat,ジャン＝ピエール・ジャンダ,Jean Pierre Jeandat,フランス,1970,1970-03-09,Reims,,確認済,738caf28-c6ed-4d57-9c60-ea4e5eeba976
